variable_name,label,questionnaire,source_file,category,type
ST196Q03HA,How easy to perform on your own: Establish a connection between prices of textiles and working conditions in the [...],Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST196Q04HA,How easy to perform on your own: Discuss the different reasons why people become refugees,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST196Q05HA,How easy to perform on your own: Explain why some countries suffer more from global climate change than others,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST196Q06HA,How easy to perform on your own: Explain how economic crises in single countries affect the global economy,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST196Q07HA,How easy to perform on your own: Discuss the consequences of economic development on the environment,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST197Q01HA,How informed are you about the following topics? Climate change and global warming,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST197Q02HA,How informed are you about the following topics? Global health (e.g. epidemics),Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST197Q04HA,How informed are you about the following topics? Migration (movement of people),Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST197Q07HA,How informed are you about the following topics? International conflicts,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST197Q08HA,How informed are you about the following topics? Hunger or malnutrition in different parts of the world,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST197Q09HA,How informed are you about the following topics? Causes of poverty,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST197Q12HA,How informed are you about the following topics? Equality between men and women in different parts of the world,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST215Q01HA,How well does the following describe you: I try to look at everybody's side of a disagreement before I make a decision.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST215Q02HA,How well does the following describe you: I believe that there are two sides to every question and try to look at [...],Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST215Q03HA,How well does the following describe you: I sometimes try to understand my friends better by imagining how things [...],Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST215Q04HA,"How well does the following describe you: Before criticizing somebody, I try to imagine how I would feel if I were [...]",Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST215Q05HA,"How well does the following describe you: When I'm upset at someone, I try to take the perspective of that person [...]",Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST216Q01HA,How well does the following describe you: I can deal with unusual situations.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST216Q02HA,How well does the following describe you: I can change my behaviour to meet the needs of new situations.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST216Q03HA,How well does the following describe you: I can adapt to different situations even when under stress or pressure.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST216Q04HA,How well does the following describe you: I can adapt easily to a new culture.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST216Q05HA,"How well does the following describe you: When encountering difficult situations with other people, I can think of [...]",Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST216Q06HA,How well does the following describe you: I am capable of overcoming my difficulties in interacting with people [...],Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST218Q01HA,Intercultural communication: I carefully observe their reactions.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST218Q02HA,Intercultural communication: I frequently check that we are understanding each other correctly.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST218Q03HA,Intercultural communication: I listen carefully to what they say.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST218Q04HA,Intercultural communication: I choose my words carefully.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST218Q05HA,Intercultural communication: I give concrete examples to explain my ideas.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST218Q06HA,Intercultural communication: I explain things very carefully.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST218Q07HA,"Intercultural communication: If there is a problem with communication, I find ways around it [...]",Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST222Q01HA,Involved in: I reduce the energy I use at home [...] to protect the environment.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST222Q03HA,"Involved in: I choose certain products for ethical or environmental reasons, even if they are a bit more expensive.",Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST222Q04HA,Involved in: I sign environmental or social petitions online.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST222Q05HA,Involved in: I keep myself informed about world events via <Twitter> or <Facebook>.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST222Q06HA,"Involved in: I boycott products or companies for political, ethical or environmental reasons.",Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST222Q08HA,Involved in: I participate in activities promoting equality between men and women.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST222Q09HA,Involved in: I participate in activities in favour of environmental protection.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST222Q10HA,"Involved in: I regularly read websites on international social issues (e.g. poverty, human rights).",Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST214Q01HA,How well does the following describe you: I want to learn how people live in different countries.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST214Q02HA,How well does the following describe you: I want to learn more about the religions of the world.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST214Q03HA,How well does the following describe you: I am interested in how people from various cultures see the world.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST214Q06HA,How well does the following describe you: I am interested in finding out about the traditions of other cultures.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST220Q01HA,Do you have contact with people from other countries? In your family,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST220Q02HA,Do you have contact with people from other countries? At school,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST220Q03HA,Do you have contact with people from other countries? In your neighbourhood,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST220Q04HA,Do you have contact with people from other countries? In your circle of friends,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST217Q01HA,How well does the following describe you: I respect people from other cultures as equal human beings.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST217Q02HA,How well does the following describe you: I treat all people with respect regardless of their cultural background.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST217Q03HA,How well does the following describe you: I give space to people from other cultures to express themselves.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST217Q04HA,How well does the following describe you: I respect the values of people from different cultures.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST217Q05HA,How well does the following describe you: I value the opinions of people from different cultures.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST219Q01HA,Agree: I think of myself as a citizen of the world.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST219Q02HA,"Agree: When I see the poor conditions that some people in the world live under, I feel a responsibility to do [...]",Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST219Q03HA,Agree: I think my behaviour can impact people in other countries.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST219Q04HA,Agree: It is right to boycott companies that are known to provide poor workplace conditions for their employees.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST219Q05HA,Agree: I can do something about the problems of the world.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST219Q06HA,Agree: Looking after the global environment is important to me.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST204Q02HA,Agree: Immigrant children should have the same opportunities for education that other children in the country have.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST204Q03HA,Agree: Immigrants who live in a country for several years should have the opportunity to vote in elections.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST204Q04HA,Agree: Immigrants should have the opportunity to continue their own customs and lifestyle.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST204Q05HA,Agree: Immigrants should have all the same rights that everyone else in the country has.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST177Q01HA,How many languages [...] do you and your parents speak well enough to converse with others? You,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST177Q02HA,How many languages [...] do you and your parents speak well enough to converse with others? Your mother,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST177Q03HA,How many languages [...] do you and your parents speak well enough to converse with others? Your father,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST189Q01HA,How many foreign languages do you learn at your school this school year?,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST221Q01HA,At school: I learn about the interconnectedness of countries economies.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST221Q02HA,At school: I learn how to solve conflicts with other people in our classrooms.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST221Q03HA,At school: I learn about different cultures.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST221Q04HA,"At school: We read newspapers, look for news on the Internet or watch the news together during classes.",Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST221Q05HA,At school: I am often invited by my teachers to give my personal opinion about international news.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST221Q06HA,At school: I participate in events celebrating cultural diversity throughout the school year.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST221Q07HA,At school: I participate in classroom discussions about world events as part of the regular instruction.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
ST221Q08HA,At school: I analyse global issues together with my classmates in small groups during class.,Student questionnaire,SPSS_STU_QQQ.zip,Student background items,NUM
