variable_name,label,questionnaire,source_file,category,type
PA172Q02WA,Which of the following do you expect your child to complete? [ISCED level 3B or C],Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA172Q03WA,Which of the following do you expect your child to complete? [ISCED level 3A],Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA172Q04WA,Which of the following do you expect your child to complete? [ISCED level 4],Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA172Q05WA,Which of the following do you expect your child to complete? [ISCED level 5B],Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA172Q06WA,Which of the following do you expect your child to complete? [ISCED level 5A or 6],Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA018Q01NA,Child regularly attended prior to <grade 1 in ISCED 1>: Supervision and care [...],Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA018Q02NA,Child regularly attended prior to <grade 1 in ISCED 1>: Early childhood educational development [...],Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA018Q03NA,Child regularly attended prior to <grade 1 in ISCED 1>: Pre-primary education [...],Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA177Q01HA,Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Up to age 1,Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA177Q02HA,Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 1,Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA177Q03HA,Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 2,Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA177Q04HA,Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 3,Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA177Q05HA,Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 4,Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA177Q06HA,Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 5,Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA177Q07HA,Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 6,Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA177Q08HA,Ages child attended <early childhood education and care arrangement> prior to <grade 1 in ISCED 1>: Age 7,Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA180Q01HA,What was the most important reason why your child attended an [early childhood education and care arrangement]?,Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA182Q01HA,Hours per week child attended a <early childhood education and care arrangement> at the age of three years,Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA175Q01HA,Did your child attend the following additional instructions during [ISCED 1]? [Enrichment lessons] in [test language],Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA175Q02HA,Did your child attend the following additional instructions during [ISCED 1]? [Remedial lessons] in [test language],Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA041Q01TA,"In the last twelve months, about how much would you have paid to educational providers for services?",Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PA042Q01TA,What is your annual household income?,Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
EFFORT1,How much effort did you put into this test?,Student questionnaire,SPSS_STU_QQQ.zip,Test-taking motivation,NUM
EFFORT2,How much effort would you have invested?,Student questionnaire,SPSS_STU_QQQ.zip,Test-taking motivation,NUM
OCOD1,ISCO-08 Occupation code - Mother,Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,CHAR
OCOD2,ISCO-08 Occupation code - Father,Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,CHAR
OCOD3,ISCO-08 Occupation code - Self,Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,CHAR
GRADE,Grade compared to modal grade in country,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
AGE,Age,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
PROGN,Unique national study programme code,Student questionnaire,SPSS_STU_QQQ.zip,School structure & resources,CHAR
COBN_S,Country of Birth National Categories- Self,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,CHAR
COBN_M,Country of Birth National Categories- Mother,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,CHAR
COBN_F,Country of Birth National Categories- Father,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,CHAR
LANGN,Language at home (3-digit code),Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
ISCEDL,ISCED level,Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
ISCEDD,ISCED designation,Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
ISCEDO,ISCED orientation,Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
MISCED,Mothers Education (ISCED),Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
FISCED,Fathers Education (ISCED),Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
HISCED,Highest Education of parents (ISCED),Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
PARED,Index highest parental education in years of schooling,Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
MISCED_D,Mothers Education - alternate definition (ISCED),Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
FISCED_D,Fathers Education - alternate definition (ISCED),Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
HISCED_D,Highest Education of parents - alternate definition (ISCED),Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
PAREDINT,Index highest parental education (international years of schooling scale),Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
BMMJ1,ISEI of mother,Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
BFMJ2,ISEI of father,Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
HISEI,Index highest parental occupational status,Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
LANGMOTHER,Language spoken with their mother for students who do not speak the test language at home,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
LANGFATHER,Language spoken with their father for students who do not speak the test language at home,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
LANGSIBLINGS,Language spoken with their brother(s) and/or sister(s) for students who do not speak the test language at home,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
LANGFRIEND,Language spoken with their best friend for students who do not speak the test language at home,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
LANGSCHMATES,Language spoken with their school mates for students who do not speak the test language at home,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
IMMIG,Index Immigration status,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
DURECEC,Duration in early childhood education and care,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
REPEAT,Grade Repetition,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
BSMJ,Students expected occupational status (SEI),Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
MMINS,Learning time (minutes per week) - <Mathematics>,Student questionnaire,SPSS_STU_QQQ.zip,Learning time,NUM
LMINS,Learning time (minutes per week) - <test language>,Student questionnaire,SPSS_STU_QQQ.zip,Learning time,NUM
SMINS,Learning time (minutes per week) - <science>,Student questionnaire,SPSS_STU_QQQ.zip,Learning time,NUM
TMINS,Learning time (minutes per week) - in total,Student questionnaire,SPSS_STU_QQQ.zip,Learning time,NUM
FCFMLRTY,Familiarity with concepts of finance (Sum),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (sum/other),NUM
SCCHANGE,Number of school changes,Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
CHANGE,Number of changes in educational biography (Sum),Student questionnaire,SPSS_STU_QQQ.zip,Demographics & background,NUM
STUBMI,Body mass index of student,Student questionnaire,SPSS_STU_QQQ.zip,Well-being & motivation,NUM
ESCS,"Index of economic, social and cultural status",Student questionnaire,SPSS_STU_QQQ.zip,Socioeconomic & parental background,NUM
UNDREM,Meta-cognition: understanding and remembering,Student questionnaire,SPSS_STU_QQQ.zip,Derived index (sum/other),NUM
METASUM,Meta-cognition: summarising,Student questionnaire,SPSS_STU_QQQ.zip,Derived index (sum/other),NUM
METASPAM,Meta-cognition: assess credibility,Student questionnaire,SPSS_STU_QQQ.zip,Derived index (sum/other),NUM
ICTHOME,ICT available at home,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
ICTSCH,ICT available at school,Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
HOMEPOS,Home possessions (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
CULTPOSS,Cultural possessions at home (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
HEDRES,Home educational resources (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
WEALTH,Family wealth (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
ICTRES,ICT resources (WLE),Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
DISCLIMA,Disciplinary climate in test language lessons (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
TEACHSUP,Teacher support in test language lessons (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
DIRINS,Teacher-directed instruction (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
PERFEED,Perceived feedback (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
EMOSUPS,Parents' emotional support perceived by student (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
STIMREAD,Teacher's stimulation of reading engagement perceived by student (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
ADAPTIVITY,Adaptation of instruction (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
TEACHINT,Perceived teacher's interest (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
JOYREAD,Joy/Like reading (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
SCREADCOMP,Self-concept of reading: Perception of competence (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
SCREADDIFF,Self-concept of reading: Perception of difficulty (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
PISADIFF,Perception of difficulty of the PISA test (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
PERCOMP,Perception of competitiveness at school (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
PERCOOP,Perception of cooperation at school (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
ATTLNACT,Attitude towards school: learning activities (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
COMPETE,Competitiveness (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
WORKMAST,Work mastery (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
GFOFAIL,General fear of failure (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
EUDMO,Eudaemonia: meaning in life (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
SWBP,Subjective well-being: Positive affect (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
RESILIENCE,Resilience (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
MASTGOAL,Mastery goal orientation (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
GCSELFEFF,Self-efficacy regarding global issues (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
GCAWARE,Student's awareness of global issues (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
ATTIMM,Student's attitudes towards immigrants (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
INTCULT,Student's interest in learning about other cultures (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
PERSPECT,Perspective-taking (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
COGFLEX,Cognitive flexibility/adaptability (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
RESPECT,Respect for people from other cultures (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
AWACOM,Awareness of intercultural communication (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
GLOBMIND,Global-mindedness (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
DISCRIM,Discriminating school climate (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
BELONG,Subjective well-being: Sense of belonging to school (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
BEINGBULLIED,Student's experience of being bullied (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
ENTUSE,ICT use outside of school (leisure) (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
HOMESCH,Use of ICT outside of school (for school work activities) (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
USESCH,Use of ICT at school in general (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
INTICT,Interest in ICT (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
COMPICT,Perceived ICT competence (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
AUTICT,Perceived autonomy related to ICT use (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
SOIAICT,ICT as a topic in social interaction (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
ICTCLASS,Subject-related ICT use during lessons (WLE),Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
ICTOUTSIDE,Subject-related ICT use outside of lessons (WLE),Student questionnaire,SPSS_STU_QQQ.zip,ICT familiarity items,NUM
INFOCAR,Information about careers (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
INFOJOB1,Information about the labour market provided by the school (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
INFOJOB2,Information about the labour market provided outside of school (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
FLCONFIN,Confidence about financial matters (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FLCONICT,Confidence about financial matters using digital devices (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FLSCHOOL,Financial education in school lessons (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
FLFAMILY,Parental involvement in matters of Financial Literacy (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Financial literacy items,NUM
CURSUPP,Current parental support for learning at home (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
EMOSUPP,Parents' emotional support (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
PQSCHOOL,Parents' perceived school quality (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
PASCHPOL,School policies for parental involvement (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Parental background items,NUM
PRESUPP,Previous parental support for learning at home (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
JOYREADP,Parents enjoyment of reading (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
ATTIMMP,Parents' attitudes towards immigrants (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
INTCULTP,Parents' interest in learning about other cultures (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
GCAWAREP,Parents' awareness of global issues (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
BODYIMA,Body image (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
SOCONPA,Social Connections: Parents (WLE),Student questionnaire,SPSS_STU_QQQ.zip,Derived index (WLE),NUM
W_FSTUWT,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT1,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 1,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT2,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 2,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT3,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 3,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT4,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 4,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT5,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 5,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT6,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 6,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT7,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 7,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT8,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 8,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT9,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 9,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT10,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 10,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT11,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 11,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT12,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 12,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT13,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 13,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT14,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 14,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT15,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 15,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT16,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 16,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT17,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 17,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT18,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 18,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT19,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 19,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT20,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 20,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT21,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 21,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT22,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 22,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT23,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 23,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT24,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 24,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT25,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 25,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT26,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 26,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT27,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 27,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT28,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 28,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT29,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 29,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT30,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 30,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT31,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 31,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT32,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 32,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT33,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 33,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT34,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 34,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT35,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 35,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT36,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 36,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT37,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 37,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT38,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 38,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT39,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 39,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT40,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 40,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT41,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 41,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT42,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 42,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT43,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 43,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT44,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 44,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT45,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 45,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT46,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 46,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT47,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 47,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT48,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 48,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT49,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 49,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT50,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 50,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT51,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 51,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT52,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 52,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT53,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 53,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT54,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 54,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT55,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 55,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT56,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 56,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
W_FSTURWT57,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 57,Student questionnaire,SPSS_STU_QQQ.zip,Weights,NUM
