CYCLE,CNT,CNTSCHID,N_STUDENTS_SAMPLED,SUM_W_FSTUWT,MEAN_MATH,MEAN_READ,MEAN_SCIE,SD_MATH,SD_READ,SD_SCIE
2022,ALB,800089.0,45,145.85703,372.18541458439125,380.3974521623469,384.217901669539,66.2207487776195,54.95646740935804,57.30375590747826
2022,ALB,800090.0,10,103.4338,313.00432373889385,320.16884915056784,318.3826001855486,46.85662687286463,52.20685180546437,51.032581582335595
2022,ALB,800091.0,33,159.91335,385.35275639038264,387.17667122996926,392.40999762169946,67.66776968943118,66.59079728313209,65.952824065904
2022,ALB,800092.0,43,192.99991,417.6928069767442,391.41436511627904,407.8798209302326,100.67517296271349,93.2341925611207,89.64454505533729
2022,ALB,800093.0,2,34.14196,362.7942871229712,360.43815190396225,383.1864356267186,6.479517773251371,10.508600274867817,32.85935991186144
2022,ALB,800094.0,41,241.21895,427.66187857884717,431.59287914563095,432.3750249407602,93.50636723939199,70.8021269606382,85.28668948361951
2022,ALB,800095.0,44,156.1686,286.2687382459726,283.57700243038613,277.3660160847315,41.56092028138957,47.048395119146335,44.19603593036493
2022,ALB,800096.0,27,111.43014,384.10370351088136,392.1132421373876,411.44330573239876,59.949267504884574,56.43042779822235,54.53264629728041
2022,ALB,800097.0,41,158.7008,416.1418705647483,393.8948357104627,417.5632231955353,58.81690809681931,58.98054676367782,45.12220816278021
2022,ALB,800098.0,23,109.89394,347.6365771704973,321.56627169984984,377.26820007261546,64.34512448364374,67.02961993324331,80.95314675233045
2022,ALB,800099.0,5,38.57423,383.0141472302104,367.78488764436776,403.2258669794834,38.28135501071296,51.19856199477606,31.705022481224002
2022,ALB,800100.0,24,99.25138,345.4355681808152,368.3245141350478,363.34083243305037,53.31304539808974,59.60869024467042,63.1821503762415
2022,ALB,800101.0,35,130.1034,298.8942991438348,300.0827210560216,315.10663401409954,41.10650838426659,44.03142482647756,42.671951628844496
2022,ALB,800102.0,4,30.81486,319.3036686951036,298.739179501286,324.7274252126734,55.093852344320815,17.304266615391683,50.48970920486011
2022,ALB,800103.0,10,76.66591,394.8215276101986,361.78491364403027,377.38520294688993,45.88643642682351,46.91173199404463,54.50932579843477
2022,ALB,800104.0,5,35.5631,316.9266611769784,335.21304430249336,311.94312800337997,58.96646101547358,57.49903016799861,59.57161880225143
2022,ALB,800105.0,10,82.94333999999999,313.9674314319872,302.25543831659064,310.5245548929185,77.92346896491743,56.67590431872854,67.3674681758278
2022,ALB,800106.0,1,12.22619,389.79409999999996,400.3653,425.0562,0.0,5.684341886080802e-14,0.0
2022,ALB,800107.0,38,118.89263,372.2455339953116,375.54089224920835,390.77736045809564,63.18529733054415,54.384670049542216,62.45507791830052
2022,ALB,800108.0,37,145.17776,452.49441318544245,432.3342702612301,462.8593206202934,86.03835922121515,62.27680062754937,68.04843519799621
2022,ALB,800109.0,6,61.08524,318.4722483274847,318.26459288833115,371.5000523884002,68.06838828710585,84.96918885443998,81.65925880724572
2022,ALB,800110.0,1,13.53286,284.1748,378.2975,254.4813,0.0,0.0,0.0
2022,ALB,800111.0,14,107.88409,353.75799315706325,346.5388794029777,351.77685034357705,69.53484097641028,45.09635906094567,77.36438381712603
2022,ALB,800112.0,22,79.91331,303.28246637880477,309.9111743623184,305.77666902323284,47.495707153687135,38.88029476814043,47.41185173406295
